Dataset;Training release;%Training;%Defective in training;%Defective in testing;Classifier;Balancing;Feature selection;TP;FP;TN;FN;Precision;Recall;ROC Area;Kappa
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;Ibk;No sampling;Best first;2691.0;96.0;55.0;0.0;0.9655543595263725;1.0;0.7812059329479427;0.5203729682407413
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;RandomForest;Oversampling;Best first;2121.0;43.0;108.0;570.0;0.9801293900184843;0.7881828316610925;0.7959780086183772;0.19017488339402644
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;NaiveBayes;Oversampling;Best first;70.0;5.0;146.0;2621.0;0.9333333333333333;0.026012634708286884;0.7371456486054816;-7.73736201816153E-4
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;Ibk;Oversampling;Best first;2028.0;39.0;112.0;663.0;0.9811320754716981;0.7536231884057971;0.7551563834316498;0.16789745925371694
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;RandomForest;Undersampling;Best first;1944.0;18.0;133.0;747.0;0.9908256880733946;0.7224080267558528;0.8483711956214116;0.183989893189388
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;NaiveBayes;Undersampling;Best first;2472.0;81.0;70.0;219.0;0.9682726204465335;0.9186176142697882;0.7749550254589126;0.26702326852945546
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;Ibk;Undersampling;Best first;1881.0;16.0;135.0;810.0;0.9915656299420137;0.6989966555183946;0.8136614321468914;0.1703339386352504
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;RandomForest;SMOTE;Best first;2675.0;62.0;89.0;16.0;0.9773474607234198;0.9940542549238202;0.9195429454571407;0.6814276804217044
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;NaiveBayes;SMOTE;Best first;2691.0;96.0;55.0;0.0;0.9655543595263725;1.0;0.7470708099847173;0.5203729682407413
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;Ibk;SMOTE;Best first;2662.0;52.0;99.0;29.0;0.9808400884303611;0.989223337049424;0.9169552174159142;0.694798359190838
STORM;6;0.8317237342698274;0.05313159746657284;0.057391304347826085;RandomForest;No sampling;No selection;3228.0;102.0;82.0;5.0;0.9693693693693693;0.9984534488091555;0.9143563657391842;0.5910260841552096
STORM;6;0.8317237342698274;0.05313159746657284;0.057391304347826085;NaiveBayes;No sampling;No selection;2807.0;83.0;101.0;426.0;0.971280276816609;0.8682338385400556;0.8376449051224465;0.22200253986601076
STORM;6;0.8317237342698274;0.05313159746657284;0.057391304347826085;Ibk;No sampling;No selection;3228.0;116.0;68.0;5.0;0.965311004784689;0.9984534488091555;0.9077045145846502;0.5143256529680899
STORM;6;0.8317237342698274;0.05313159746657284;0.057391304347826085;RandomForest;Oversampling;No selection;2573.0;19.0;165.0;660.0;0.9926697530864198;0.7958552428085369;0.940037520676717;0.2620769409122267
STORM;6;0.8317237342698274;0.05313159746657284;0.057391304347826085;NaiveBayes;Oversampling;No selection;160.0;4.0;180.0;3073.0;0.975609756097561;0.049489638107021346;0.7460655401498137;0.003130331725470222
STORM;6;0.8317237342698274;0.05313159746657284;0.057391304347826085;Ibk;Oversampling;No selection;2549.0;17.0;167.0;684.0;0.9933749025720966;0.7884317970924838;0.8468939536572574;0.25690359980232214
